VehicleID,Location,Maker,Model,Year,Colour,Amount (Million Naira),Type,Distance
VHL12667,Lagos,Lexus,RX 350,"2,010",Gray,8.85,Foreign Used,"99,675"
VHL10260,Abuja,Lexus,IS,"2,006",Pink,2.08,,"113,231"
VHL18780,Lagos,Mercedes-Benz,M Class ML 350 4Matic,"2,012",Gray,12.00,Foreign Used,"153,000"
VHL12893,Abuja,Toyota,Camry,"2,002",Brown,2.80,Foreign Used,"136,214"
VHL14621,Abuja,Hyundai,Sonata,"2,013",Gray,2.95,Nigerian Used,"101,000"
VHL14734,Lagos,Toyota,Camry,"2,007",White,3.80,Foreign Used,"84,508"
VHL17217,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,"2,010",Green,7.30,Foreign Used,"86,038"
VHL16843,Lagos,Toyota,Sequoia,"2,010",Gray,10.70,Foreign Used,"68,529"
VHL18335,Abuja,Peugeot,3008,"2,020",Gray,21.00,Foreign Used,"38,454"
VHL12489,Abuja,Mercedes-Benz,C400,"2,015",White,14.00,Nigerian Used,
VHL17148,Lagos,Lexus,IS 250,"2,010",White,4.60,Foreign Used,"79,000"
VHL14536,Abuja,Toyota,Camry,"2,010",Gray,3.50,Foreign Used,"87,071"
VHL14528,Lagos,Lexus,LX 570 (5 seats) AWD,"2,016",Black,53.00,Foreign Used,
VHL12713,Abuja,Ford,Ranger,"2,017",Black,10.00,Foreign Used,"41,358"
VHL17414,Lagos,Lexus,ES 350 FWD,"2,013",Black,8.65,Foreign Used,"98,523"
VHL13483,Abuja,Toyota,Camry,"2,016",Silver,6.50,Foreign Used,"65,923"
VHL16011,Abuja,Mercedes-Benz,M Class ML 350 4Matic,"2,008",Black,3.60,Nigerian Used,
VHL17669,Lagos,Fiat,Fullback,"2,004",Black,1.62,,"319,568"
VHL12360,Lagos,Toyota,Highlander,"2,018",Silver,20.50,Foreign Used,
VHL13646,Abuja,Mercedes-Benz,E550,"2,010",Black,10.00,Foreign Used,
VHL19724,Abuja,Land Rover,Range Rover,"2,012",White,10.00,Nigerian Used,
VHL10728,Lagos,Toyota,Highlander,"2,015",White,14.50,Foreign Used,"81,000"
VHL15190,Abuja,Mercedes-Benz,GLA-Class,"2,016",Black,10.00,Nigerian Used,"55,000"
VHL17223,Abuja,Toyota,Camry SE FWD (2.5L 4cyl 8AM),"2,018",Silver,12.50,Foreign Used,"27,627"
VHL18067,Lagos,Lexus,RX,"2,019",White,23.50,Foreign Used,
VHL19500,Ibadan,Toyota,Corolla,"2,011",Gray,4.20,Foreign Used,"128,365"
VHL15634,Lagos,Lexus,RX 350 F Sport AWD,"2,016",Black,22.50,Foreign Used,
VHL14554,Abuja,Lexus,IS 250 4WD,"2,015",Silver,10.50,Foreign Used,"52,609"
VHL15128,Abuja,Toyota,Corolla,"2,004",Blue,1.65,Nigerian Used,"65,000"
VHL11011,Lagos,Lexus,RX 350,"2,010",Black,8.80,Foreign Used,"742,111"
VHL11574,Lagos,Lexus,IS 250 AWD,"2,007",Black,4.20,Foreign Used,"85,085"
VHL15642,Lagos,Lexus,RX 350 AWD,"2,009",Silver,6.50,Foreign Used,
VHL19117,Lagos,Lexus,LX 570 (5 Seats) AWD,"2,021",White,122.00,Foreign Used,
VHL13375,Abuja,Lexus,RX,"2,008",Gray,3.45,Nigerian Used,"155,000"
VHL17541,Abuja,Maserati,Ghibli,"2,014",Brown,29.50,Foreign Used,"27,000"
VHL16666,Lagos,Toyota,Tundra,"2,005",Silver,6.25,Foreign Used,
VHL13470,Abuja,Toyota,Corolla,"2,015",Gray,6.95,Foreign Used,
VHL19498,Abuja,Ford,F-150,"2,009",White,8.30,Foreign Used,"63,000"
VHL16668,Lagos,Dodge,Charger,"2,014",Silver,8.50,Foreign Used,
VHL15814,Abuja,Toyota,Corolla,"2,010",Red,3.25,Nigerian Used,"157,235"
VHL10889,Lagos,Lexus,ES 350,"2,010",White,6.05,Foreign Used,"75,000"
VHL11022,Abuja,Toyota,Corolla Liftback,"2,005",Silver,2.85,Foreign Used,
VHL17088,Abuja,Land Rover,Range Rover Evoque,"2,015",White,14.50,Foreign Used,
VHL13596,Abuja,Mercedes-Benz,GL-Class GL 450,"2,013",Black,10.50,Foreign Used,
VHL19590,Lagos,Lexus,RX 350 AWD,"2,008",Silver,5.88,Foreign Used,"113,052"
VHL14769,Lagos,Maserati,Levante,"2,017",White,38.00,Foreign Used,"25,791"
VHL11555,Abuja,Volkswagen,Passat,"2,012",Black,2.65,Nigerian Used,"88,000"
VHL10523,Lagos,Toyota,Camry,"2,007",Black,3.45,Foreign Used,"153,000"
VHL16852,Lagos,Lexus,GX 460 Base,"2,018",White,28.50,Foreign Used,"4,674"
VHL12609,Abuja,Honda,Accord,"2,017",Gray,5.85,Nigerian Used,
VHL18531,Abuja,Mercedes-Benz,E350,"2,016",Gray,13.20,Foreign Used,
VHL15646,Abuja,BMW,535i,"2,015",Black,8.50,Nigerian Used,
VHL10622,Lagos,Acura,MDX,"2,008",Gray,3.90,Foreign Used,
VHL16103,Lagos,Mercedes-Benz,GLE43,"2,018",Black,42.70,Foreign Used,
VHL15094,Ibadan,Toyota,Highlander Sport,"2,010",Silver,6.50,Foreign Used,"68,000"
VHL10027,Lagos,Land Rover,Range ROVER,"2,006",Black,3.37,,"192,232"
VHL16660,Abuja,Toyota,Coaster,"2,012",White,6.80,Nigerian Used,"132,410"
VHL13570,Ibadan,Lexus,ES 300,"2,000",Gold,1.60,Foreign Used,"99,000"
VHL12728,Lagos,Lexus,GX 460 Base,"2,014",Gray,18.00,Foreign Used,"75,464"
VHL10351,Abuja,Toyota,Camry,"2,017",Gray,7.90,Foreign Used,"46,250"
VHL11218,Lagos,Hyundai,Elantra,"2,011",Blue,2.80,Nigerian Used,
VHL10489,Lagos,Toyota,Camry,"2,010",Blue,3.38,Foreign Used,"89,464"
VHL17990,Lagos,Lexus,ES 350,"2,008",Red,4.30,Foreign Used,"123,000"
VHL17595,Abuja,Mercedes-Benz,GLA-Class,"2,017",Black,18.50,Foreign Used,
VHL12570,Lagos,Lexus,GX 460 Luxury,"2,015",Black,15.50,Foreign Used,
VHL16417,Ibadan,Mercedes-Benz,C300,"2,008",Gray,4.50,Foreign Used,"85,000"
VHL11350,Abuja,Lexus,LX 570 AWD,"2,014",Black,20.00,Nigerian Used,"45,000"
VHL12623,Lagos,Lexus,ES 350,"2,008",Gray,4.35,Foreign Used,
VHL19447,Abuja,Honda,Accord Crosstour,"2,012",Green,3.50,Nigerian Used,"65,288"
VHL18449,Abuja,Toyota,Tacoma,"2,008",Black,5.00,Nigerian Used,
VHL17304,Lagos,Toyota,Venza V6,"2,010",Silver,6.80,Foreign Used,"69,845"
VHL19952,Abuja,Lexus,IS,"2,014",Black,10.50,Foreign Used,"45,216"
VHL11547,Lagos,Honda,Pilot,"2,012",Black,7.31,Nigerian Used,"28,980"
VHL18404,Lagos,Toyota,Sienna,"2,005",Gray,3.60,Foreign Used,"120,624"
VHL16391,Lagos,Lexus,GX 460,,Gray,14.20,Foreign Used,
VHL12404,Lagos,Land Rover,Range Rover Sport,"2,015",Red,23.65,Foreign Used,
VHL15931,Lagos,Lexus,GX 460 Premium,"2,013",Gold,17.50,Foreign Used,
VHL12475,Abuja,Toyota,Land Cruiser,"2,013",Black,26.00,Nigerian Used,"71,000"
VHL15442,Abuja,Mercedes-Benz,C350,"2,008",Black,3.80,Nigerian Used,"120,066"
VHL12807,Ibadan,Lexus,GS 300,"2,007",Burgandy,3.20,Foreign Used,"88,000"
VHL17253,Abuja,Acura,MDX,"2,014",Silver,12.00,Foreign Used,
VHL10284,Abuja,Toyota,Camry,"2,016",Green,8.19,,"63,339"
VHL18017,Ibadan,Nissan,Frontier,"2,000",Green,1.95,Nigerian Used,"123,457"
VHL13757,Lagos,Toyota,Camry,"2,007",Silver,2.08,Nigerian Used,"234,297"
VHL16266,Lagos,Lexus,GX,"2,007",Silver,2.85,Nigerian Used,"124,000"
VHL14505,Lagos,Lexus,GX 460 Base,"2,016",Gray,23.80,Foreign Used,
VHL16597,Abuja,Mercedes-Benz,CLA-Class,"2,015",Black,8.00,Nigerian Used,
VHL14971,Abuja,Mercedes-Benz,GLK-Class 350 4MATIC,"2,014",Gray,11.00,Foreign Used,"80,000"
VHL19767,Abuja,Mercedes-Benz,E350,"2,015",Black,5.30,Nigerian Used,"112,342"
VHL17942,Abuja,Honda,Accord,"2,016",Gray,6.85,Nigerian Used,
VHL16632,Abuja,Lexus,GX 460,"2,010",Silver,8.50,Foreign Used,"92,000"
VHL17458,Lagos,Mercedes-Benz,C300,"2,015",Black,12.50,Foreign Used,"56,041"
VHL12171,Lagos,Lexus,GX 460 Premium,"2,013",Gray,15.70,Foreign Used,"83,000"
VHL15807,Lagos,Hyundai,Sonata,"2,013",Blue,2.81,Nigerian Used,"93,650"
VHL14553,Ibadan,Toyota,Camry,"2,007",Blue,2.81,Nigerian Used,"138,311"
VHL10638,Abuja,Toyota,RAV4,"2,010",Red,6.00,Foreign Used,"68,568"
VHL10029,Lagos,Mercedes-Benz,M Class ML 350 4Matic,"2,013",Brown,13.50,Foreign Used,"86,945"
VHL13118,Lagos,Lexus,IS,"2,008",Black,3.55,Foreign Used,"70,000"
VHL16741,Abuja,Lexus,RX,"2,020",White,27.00,Foreign Used,
VHL12509,Abuja,Toyota,Land Cruiser Prado 4,"2,020",Black,33.00,Brand New,"1,009"
VHL14390,Lagos,Lexus,GX 460 Base,"2,014",Silver,22.50,Foreign Used,
VHL15436,Lagos,Toyota,Camry,"2,011",Silver,4.05,Foreign Used,"75,404"
VHL11732,Lagos,Lexus,ES 350,"2,011",White,5.90,Foreign Used,"58,367"
VHL14345,Abuja,Toyota,Sienna,"2,005",Gold,4.00,Foreign Used,"48,558"
VHL10510,Abuja,Mercedes-Benz,M Class ML 350 4x2,"2,013",Gold,14.00,Foreign Used,"35,147"
VHL17881,Abuja,Lexus,RX 350,"2,010",Gray,8.20,Nigerian Used,
VHL12409,Lagos,Mercedes-Benz,M Class ML350 AWD 4MATIC,"2,009",Black,7.10,Foreign Used,
VHL14212,Abuja,Ford,Edge,"2,013",Black,3.94,Nigerian Used,"153,535"
VHL17509,Abuja,Lexus,RX 350 FWD,"2,012",Black,9.15,Foreign Used,"95,000"
VHL15790,Abuja,Lexus,ES 350,"2,010",Black,3.85,Nigerian Used,
VHL12460,Lagos,Lexus,IS 250 AWD,"2,006",Blue,4.40,Foreign Used,"92,000"
VHL15013,Lagos,Mercedes-Benz,M Class,"2,006",Gray,5.80,Foreign Used,"85,634"
VHL10286,Abuja,Volkswagen,Passat,"2,015",Gray,4.00,Nigerian Used,"71,454"
VHL13546,Lagos,Lexus,ES 350,"2,010",Black,8.90,Foreign Used,
VHL15884,Lagos,Toyota,Camry,"2,000",Green,0.99,Nigerian Used,"55,000"
VHL19129,Lagos,Hyundai,Elantra,"2,013",Black,3.26,Nigerian Used,"98,359"
VHL13653,Abuja,Hyundai,Elantra SE,"2,010",Silver,2.70,Foreign Used,
VHL18362,Abuja,Mercedes-Benz,C43,"2,017",Black,25.00,Foreign Used,
VHL12513,Abuja,Toyota,Camry SE FWD (2.5L 4cyl 8AM),"2,018",Black,13.00,Foreign Used,"68,590"
VHL18010,Lagos,Lexus,ES 350,"2,011",Silver,5.35,Foreign Used,
VHL17147,Lagos,Mercedes-Benz,GL-Class GL 550,"2,010",White,11.80,Foreign Used,
VHL16507,Lagos,Lexus,RX 450h F Sport AWD,"2,019",Gold,30.00,Foreign Used,
VHL14613,Abuja,Lexus,RX 330,"2,005",Gray,2.80,Nigerian Used,"117,584"
VHL13280,Abuja,Toyota,Camry,"2,007",Gold,2.70,Nigerian Used,"156,588"
VHL15466,Ibadan,Toyota,Corolla,"2,003",Gold,1.15,Nigerian Used,"99,000"
VHL12916,Abuja,Mercedes-Benz,GLE-Class,"2,016",Black,35.00,Foreign Used,"32,278"
VHL14305,Abuja,Mercedes-Benz,GLK-Class 350 4MATIC,"2,014",Black,11.00,Foreign Used,"30,000"
VHL17098,Lagos,Lexus,ES 350,"2,011",Silver,5.34,Foreign Used,"112,058"
VHL17643,Lagos,Lexus,RX,"2,004",Black,3.65,Nigerian Used,
VHL13025,Abuja,Toyota,Hilux,"2,020",White,59.00,Foreign Used,"10,000"
VHL18458,Lagos,Honda,Accord,"2,005",Black,1.24,Nigerian Used,"229,049"
VHL17617,Abuja,Toyota,Camry,"2,008",Red,2.45,Nigerian Used,"84,276"
VHL18521,Ibadan,Toyota,Highlander Limited,"2,008",Silver,6.80,Foreign Used,"98,000"
VHL15458,Abuja,BMW,X4 xDrive28i Off,"2,015",White,19.00,Foreign Used,"45,238"
VHL18957,Abuja,Lexus,IS,"2,013",White,10.50,Foreign Used,"42,681"
VHL18272,Lagos,Suzuki,Vitara,"2,019",Gray,9.90,,201
VHL11228,Abuja,Lexus,RX 350,"2,011",Gray,6.40,Nigerian Used,
VHL19704,Lagos,Lexus,GX 460 Luxury,"2,015",Black,22.95,Foreign Used,"33,585"
VHL15849,Abuja,Toyota,Sequoia,"2,003",Gold,1.35,Nigerian Used,"89,650"
VHL19090,Abuja,Toyota,Land Cruiser Prado,"2,012",Black,13.00,Nigerian Used,"116,396"
VHL14830,Abuja,Mercedes-Benz,E550,"2,010",Gray,4.85,Nigerian Used,
VHL19681,Lagos,Lexus,IS 250,"2,008",Silver,4.20,Foreign Used,
VHL16537,Abuja,Mercedes-Benz,C300,"2,013",White,6.50,Foreign Used,
VHL19113,Abuja,Mercedes-Benz,C300,"2,017",White,13.30,Foreign Used,"18,000"
VHL16666,Lagos,Toyota,Highlander Limited,"2,011",Silver,7.00,Nigerian Used,"100,000"
VHL10734,Abuja,Toyota,Camry,"2,013",Silver,5.50,Foreign Used,"25,413"
VHL18409,Abuja,Toyota,Sienna LE 7 Passenger,"2,012",White,8.55,Foreign Used,"110,852"
VHL16402,Abuja,Honda,Accord 2.0i Automatic,"2,009",Gray,3.30,Foreign Used,"80,000"
VHL18041,Abuja,Toyota,Corolla LE,"2,006",Gold,3.10,Foreign Used,
VHL19408,Abuja,BMW,Z4 sDrive M40i RWD,"2,020",White,30.00,Foreign Used,
VHL10352,Abuja,Land Rover,Range Rover Evoque,"2,013",Red,9.00,Nigerian Used,"46,096"
VHL11443,Lagos,Toyota,4-Runner Limited V6,"2,005",Gold,4.70,Foreign Used,"95,442"
VHL15358,Lagos,Toyota,Venza,"2,014",Black,5.74,Nigerian Used,"68,911"
VHL13292,Abuja,Acura,ZDX Base AWD,"2,011",White,6.20,Foreign Used,"72,387"
VHL12546,Lagos,Mercedes-Benz,M Class ML 350 4Matic,"2,012",Gray,11.20,Foreign Used,
VHL15432,Abuja,Lexus,RX 350L 4WD,"2,021",Black,28.00,Foreign Used,"60,000"
VHL16009,Abuja,Mercedes-Benz,E350,"2,011",Gray,5.85,Nigerian Used,"61,023"
VHL15142,Lagos,Lexus,ES 350,"2,007",Black,3.45,Nigerian Used,
VHL19597,Lagos,Lexus,ES 350,"2,006",Blue,4.50,Foreign Used,"108,523"
VHL10140,Lagos,Toyota,4-Runner,"2,012",Black,13.00,Foreign Used,"56,807"
VHL12318,Lagos,Lexus,GX 460,"2,011",Black,11.80,Nigerian Used,"56,389"
VHL12419,Lagos,Lexus,GX,"2,012",Red,15.50,Foreign Used,"56,214"
VHL19148,Lagos,Toyota,Venza AWD,"2,010",Gray,6.95,Foreign Used,"72,301"
VHL15722,Lagos,Mercedes-Benz,GLE-Class,"2,016",White,15.50,Nigerian Used,"64,513"
VHL10274,Abuja,Toyota,Sienna,"2,015",Black,8.70,Foreign Used,"64,282"
VHL13003,Abuja,Mercedes-Benz,M Class ML 350 4Matic,"2,008",Black,5.00,Nigerian Used,"55,522"
VHL18529,Abuja,Honda,Pilot,"2,005",Red,1.74,Nigerian Used,"144,506"
VHL14641,Lagos,Acura,MDX SUV 4dr AWD (3.7 6cyl 5A),"2,008",Black,4.40,Foreign Used,"71,232"
VHL17579,Lagos,Lexus,RX 350,"2,010",Black,9.20,Foreign Used,"98,750"
VHL16334,Lagos,Lexus,LX 570 AWD,"2,019",White,68.00,Foreign Used,
VHL18898,Abuja,Toyota,Camry,"2,013",White,3.80,Nigerian Used,
VHL13252,Abuja,Lexus,RX,"2,010",Black,6.80,Nigerian Used,
VHL13435,Lagos,Toyota,Camry,"2,009",Red,3.40,Foreign Used,"100,858"
VHL18111,Lagos,Toyota,Venza AWD,"2,011",Gray,7.30,Foreign Used,"69,085"
VHL16952,Abuja,Mercedes-Benz,C300,"2,008",White,4.50,Foreign Used,"81,000"
VHL14045,Lagos,Lexus,GX 470 Sport Utility,"2,005",White,6.20,Foreign Used,"77,224"
VHL14473,Ibadan,Toyota,4-Runner SR5 2WD,"2,010",Red,9.50,Foreign Used,
VHL13029,Abuja,Toyota,Corolla,"2,013",Black,2.90,Nigerian Used,"102,588"
VHL18030,Abuja,Toyota,Camry,"2,012",White,5.50,Foreign Used,
VHL10496,Ibadan,Nissan,Altima,"2,009",Black,2.03,Nigerian Used,"224,443"
VHL19152,Ibadan,Nissan,Pick-Up,"1,992",Red,2.50,Foreign Used,"223,584"
VHL18686,Abuja,Bentley,Continental,"2,016",White,68.50,Foreign Used,"17,272"
VHL19147,Lagos,Acura,MDX SUV 4dr AWD (3.7 6cyl 5A),"2,008",Green,4.50,Foreign Used,
VHL19395,Abuja,Mercedes-Benz,SLK Class,"2,005",Silver,3.80,Nigerian Used,"70,000"
VHL15344,Abuja,Toyota,Hilux,"2,013",White,6.85,Nigerian Used,
VHL19029,Ibadan,Mercedes-Benz,C300,"2,008",Red,4.70,Foreign Used,"78,000"
VHL11610,Lagos,Lexus,RX,"2,013",White,13.20,Foreign Used,"54,345"
VHL17293,Lagos,Hyundai,Sonata,"2,015",Silver,7.90,Foreign Used,"80,000"
VHL12701,Ibadan,Mercedes-Benz,C300,"2,012",White,5.30,Foreign Used,"54,000"
VHL15942,Lagos,Lexus,ES 350,"2,008",Black,5.20,Foreign Used,"62,546"
VHL11697,Lagos,Lexus,RX,"2,009",Brown,5.95,Foreign Used,"48,078"
VHL13311,Abuja,Mercedes-Benz,E350,"2,014",Silver,12.85,Foreign Used,"40,000"
VHL11895,Ibadan,Honda,Accord,"2,008",Red,3.15,Foreign Used,"360,441"
VHL10928,Lagos,Lexus,LX 570 AWD,"2,013",Black,30.00,Foreign Used,
VHL19700,Abuja,Toyota,Corolla,"2,010",White,3.90,Foreign Used,
VHL18694,Abuja,GAC,GS8,"2,018",Brown,7.05,Nigerian Used,"42,000"
VHL16694,Abuja,Toyota,Camry SE FWD (2.5L 4cyl 8AM),"2,018",Black,12.00,Foreign Used,"70,000"
VHL17620,Lagos,Mercedes-Benz,M Class ML 350 TEC 4Matic,"2,012",Gray,15.00,Foreign Used,
VHL11100,Abuja,Mercedes-Benz,G-Class,"2,013",Blue,7.00,Nigerian Used,"125,000"
VHL13921,Lagos,Lexus,RX 350 AWD,"2,013",Gray,12.50,Foreign Used,
VHL17564,Abuja,Honda,Accord,"2,014",White,6.00,Foreign Used,"75,000"
VHL15899,Lagos,Acura,MDX SUV 4dr AWD (3.7 6cyl 5A),"2,008",Silver,3.85,Foreign Used,"56,324"
VHL15001,Lagos,Lexus,GS 350 Sedan,"2,007",Black,4.60,Foreign Used,
VHL14757,Abuja,Toyota,Highlander Limited,"2,010",Gray,3.35,Nigerian Used,"104,577"
VHL12413,Lagos,Nissan,X-Trail 2.5 SE 4x4 Automatic,"2,005",Black,1.35,Nigerian Used,"277,367"
VHL14570,Abuja,Mercedes-Benz,GLA 250,"2,015",Black,13.50,Foreign Used,
VHL13558,Lagos,Ford,Focus,"2,001",Silver,1.35,Nigerian Used,"160,604"
VHL10459,Lagos,Toyota,Camry 2.4 XLi Automatic,"2,006",Gray,2.75,Foreign Used,"105,000"
VHL18143,Lagos,Lexus,ES 350,"2,008",Blue,4.50,Foreign Used,
VHL14548,Lagos,Lexus,RX 350 2WD,"2,020",White,27.00,Foreign Used,"21,000"
VHL19648,Abuja,Honda,Accord,"2,004",Silver,1.30,Nigerian Used,
VHL10401,Lagos,Nissan,Sunny,"2,011",Blue,1.13,Nigerian Used,
VHL16542,Lagos,Toyota,Highlander SE,"2,011",Black,5.00,Nigerian Used,
VHL18493,Lagos,Toyota,Sienna XLE,"2,001",Brown,2.65,Foreign Used,
VHL17676,Lagos,Lexus,ES 350,"2,010",Black,5.40,Foreign Used,
VHL14493,Ibadan,Nissan,Pick-Up,"1,997",White,2.70,Foreign Used,"203,437"
VHL16469,Lagos,Mercedes-Benz,M Class ML 350 4Matic,"2,010",Black,6.70,Foreign Used,"88,000"
VHL18673,Abuja,Toyota,Venza,"2,010",Green,8.00,Foreign Used,"65,585"
VHL16452,Lagos,Lexus,ES 350,"2,007",Silver,4.40,Foreign Used,
VHL15091,Lagos,Toyota,Camry,"2,013",Gray,6.80,Foreign Used,
VHL11227,Abuja,Lexus,ES 350,"2,007",Gray,3.70,Nigerian Used,"50,000"
VHL14230,Lagos,Lexus,GX 470 Sport Utility,"2,005",Black,6.50,Foreign Used,"89,753"
VHL15040,Abuja,Honda,Accord Crosstour EX,"2,011",Gray,2.70,Nigerian Used,"86,000"
VHL19444,Abuja,Chevrolet,Camaro,"2,018",Red,24.20,Foreign Used,
VHL12801,Abuja,Mazda,5 Touring,"2,010",Blue,2.95,Foreign Used,"52,352"
VHL19408,Abuja,Toyota,Corolla,"2,010",Gray,2.90,Nigerian Used,"87,000"
VHL12252,Lagos,Toyota,Camry,"2,007",Silver,3.95,Foreign Used,"96,124"
VHL14112,Lagos,Toyota,Camry,"2,007",Green,3.30,Foreign Used,"23,166"
VHL10699,Abuja,Lexus,LX,"2,019",Black,25.00,Nigerian Used,"120,655"
VHL13757,Abuja,Toyota,Sienna,"2,005",Gold,2.30,Nigerian Used,
VHL13837,Abuja,Toyota,Highlander,"2,015",White,15.00,Foreign Used,"30,000"
VHL14256,Abuja,Scion,iM Base,"2,016",Black,7.00,Foreign Used,
VHL14113,Lagos,Lexus,RX,"2,010",White,9.40,Foreign Used,"50,000"
VHL10842,Abuja,Toyota,C-Hr,"2,017",Gray,15.50,Foreign Used,"53,252"
VHL12270,Lagos,Toyota,4-Runner Sport Edition V6,"2,007",Gray,5.60,Foreign Used,"63,214"
VHL14549,Lagos,Lexus,ES 350,"2,011",Black,5.40,Foreign Used,"26,325"
VHL10652,Abuja,Toyota,Corolla,"2,014",Blue,3.85,Nigerian Used,"101,023"
VHL13790,Abuja,Toyota,Camry,"2,008",Gray,2.30,Nigerian Used,"88,875"
VHL14595,Abuja,Mercedes-Benz,GLK-Class 350 4MATIC,"2,012",Black,7.35,Foreign Used,
VHL12479,Abuja,Toyota,Camry,"2,012",Black,4.35,Foreign Used,"98,521"
VHL14267,Abuja,Toyota,Corolla,"2,016",Silver,5.90,Foreign Used,"59,447"
VHL19226,Lagos,Mercedes-Benz,M Class,"2,015",Black,16.80,Foreign Used,
VHL14786,Lagos,Mercedes-Benz,GLK-Class,"2,015",Black,13.50,Foreign Used,"922,382"
VHL16616,Abuja,Toyota,Camry SE (2.5L 4cyl 8A),"2,019",Silver,13.50,Foreign Used,
VHL11727,Lagos,Lexus,ES 350,"2,007",Silver,4.30,Foreign Used,
VHL16822,Abuja,Acura,ILX Base FWD (2.0L 4cyl 5A),"2,013",Blue,7.00,Foreign Used,"73,933"
VHL18887,Abuja,Toyota,Highlander Limited,"2,009",Silver,6.50,Foreign Used,"65,238"
VHL12916,Lagos,Lexus,ES 350,"2,008",Red,4.60,Foreign Used,"89,000"
VHL18422,Abuja,Lexus,RX,"2,017",Black,20.00,Foreign Used,"65,800"
VHL11261,Abuja,Mercedes-Benz,E320,"2,003",Gold,1.45,Nigerian Used,"170,000"
VHL19108,Lagos,Lexus,ES 350,"2,009",Gray,5.10,Foreign Used,"51,000"
VHL19924,Lagos,Lexus,IS,"2,010",White,6.00,Foreign Used,
VHL11234,Abuja,Mercedes-Benz,GLE-Class,"2,016",Gray,19.50,Foreign Used,"52,522"
VHL15435,Lagos,Lexus,RX 350 FWD,"2,012",Red,9.50,Foreign Used,"35,245"
VHL11977,Abuja,Toyota,Camry,"2,013",Gray,5.50,Foreign Used,"56,000"
VHL19991,Lagos,Toyota,4-Runner,"2,017",White,17.50,Foreign Used,"51,000"
VHL13582,Ibadan,Mercedes-Benz,M Class ML 350 4Matic,"2,008",Silver,3.15,Nigerian Used,"135,000"
VHL16638,Abuja,Peugeot,508,"2,017",Gray,9.50,Nigerian Used,"20,000"
VHL17231,Lagos,Lexus,ES 350,"2,011",Gold,5.25,Foreign Used,
VHL10957,Lagos,Suzuki,Swift,"2,019",Black,9.90,,66
VHL11527,Lagos,Lexus,RX,"2,003",Silver,3.15,Foreign Used,"58,320"
VHL17733,Ibadan,Toyota,Highlander SE,"2,011",Blue,6.20,Foreign Used,
VHL19396,Lagos,Toyota,4-Runner Limited,"2,008",Silver,5.70,Foreign Used,"74,120"
VHL11550,Lagos,Mercedes-Benz,E350,"2,013",White,5.61,,"80,888"
VHL13910,Abuja,Honda,Accord,"2,017",Black,3.80,Nigerian Used,
VHL10880,Abuja,Lexus,RX 330 4WD,"2,005",Blue,2.80,Nigerian Used,"127,000"
VHL16337,Lagos,Hyundai,Elantra,"2,005",Black,1.26,,"48,428"
VHL16963,Lagos,Toyota,Tundra Automatic,"2,001",White,3.70,Foreign Used,
VHL10461,Lagos,Chevrolet,Cruze 2 VCDi,"2,011",Black,2.14,Nigerian Used,"125,175"
VHL19814,Abuja,Land Rover,Range Rover Sport HSE 4x4 (5.0L 8cyl 6A),"2,011",Gray,6.20,Nigerian Used,"87,695"
VHL14580,Abuja,Honda,Civic,"2,009",Blue,2.93,Foreign Used,"262,276"
VHL11113,Abuja,Toyota,Avalon,"2,012",Gold,6.50,Foreign Used,
VHL17813,Lagos,Nissan,Altima,"2,009",Gold,1.13,Nigerian Used,"217,898"
VHL17670,Lagos,Mercedes-Benz,GL Class,"2,014",Gray,18.20,Foreign Used,"46,276"
VHL16042,Ibadan,Honda,CR-V,"2,005",Gold,1.29,Nigerian Used,"361,423"
VHL13953,Lagos,Lexus,RX,"2,002",Gold,3.27,Foreign Used,"49,673"
VHL19020,Lagos,Ford,Edge,"2,013",Gray,2.81,Foreign Used,"126,077"
VHL15576,Lagos,Volkswagen,Passat,"2,006",Gray,1.58,Nigerian Used,"193,371"
VHL12524,Abuja,Lexus,IS,"2,011",Black,5.20,Foreign Used,"80,000"
VHL19939,Lagos,Lexus,GX 460 Luxury,"2,014",Black,22.00,Foreign Used,"71,000"
VHL14390,Abuja,Toyota,Land Cruiser Prado,"2,021",Black,39.00,Brand New,
VHL10643,Abuja,Toyota,Camry,"2,013",Gray,4.70,Foreign Used,
VHL17400,Abuja,Lincoln,MKZ,"2,008",Gray,3.95,Foreign Used,
VHL15312,Abuja,Toyota,Highlander XLE 4x2 V6 (3.5L 6cyl 8A),"2,017",Green,17.50,Foreign Used,"55,784"
VHL19589,Ibadan,Toyota,RAV4 2.5 Limited,"2,010",Gray,4.80,Foreign Used,
VHL10748,Abuja,Mercedes-Benz,C230,"2,006",Black,1.65,Nigerian Used,"98,000"
VHL14778,Ibadan,Toyota,Solara,"2,006",Green,1.85,Nigerian Used,
VHL13157,Lagos,Lexus,ES 350,"2,009",Red,4.70,Foreign Used,
VHL17824,Abuja,Ford,Edge,"2,016",Black,9.00,Foreign Used,
VHL13353,Lagos,Mercedes-Benz,M Class ML 350 4Matic,"2,008",Black,5.65,Foreign Used,"83,000"
VHL13942,Lagos,Acura,MDX,"2,008",Black,4.30,Foreign Used,
VHL12809,Abuja,Toyota,Hilux,"2,021",White,22.50,Brand New,
